yr,mody,vic,nsw,qld,wa,sa,tas,act,nt,total
2020,Mar 29 ,84 ,174 ,31 ,33 ,12 ,4 ,6 ,0 ,344 
2020,Mar 28 ,111 ,212 ,70 ,23 ,30 ,4 ,9 ,1 ,460 
2020,Mar 27 ,54 ,186 ,62 ,24 ,22 ,11 ,9 ,2 ,370 
2020,Mar 26 ,54 ,190 ,50 ,26 ,38 ,5 ,9 ,7 ,379 
2020,Mar 25 ,55 ,211 ,46 ,30 ,27 ,6 ,5 ,0 ,380 
2020,Mar 24 ,56 ,149 ,78 ,35 ,36 ,8 ,7 ,0 ,369 
2020,Mar 23 ,59 ,136 ,60 ,20 ,34 ,6 ,13 ,0 ,328 
2020,Mar 22 ,67 ,97 ,38 ,30 ,33 ,6 ,10 ,0 ,281 
2020,Mar 21 ,51 ,83 ,37 ,26 ,17 ,6 ,3 ,2 ,225 
2020,Mar 20 ,28 ,46 ,40 ,12 ,8 ,0 ,2 ,2 ,138 
2020,Mar 19 ,29 ,40 ,50 ,17 ,5 ,0 ,1 ,0 ,142 
2020,Mar 18 ,27 ,57 ,16 ,4 ,5 ,3 ,1 ,0 ,113 
2020,Mar 17 ,23 ,39 ,10 ,3 ,3 ,0 ,0 ,0 ,78 
2020,Mar 16 ,14 ,37 ,7 ,10 ,9 ,1 ,1 ,0 ,79 
2020,Mar 15 ,8 ,22 ,15 ,1 ,1 ,0 ,0 ,0 ,47 
2020,Mar 14 ,13 ,20 ,11 ,3 ,3 ,2 ,0 ,0 ,52 
2020,Mar 13 ,9 ,14 ,8 ,5 ,4 ,1 ,0 ,0 ,41 
2020,Mar 12 ,6 ,13 ,7 ,0 ,5 ,0 ,1 ,0 ,32 
2020,Mar 11 ,3 ,4 ,2 ,3 ,0 ,1 ,0 ,0 ,13 
2020,Mar 10 ,3 ,14 ,3 ,0 ,0 ,0 ,0 ,0 ,20 
2020,Mar 9 ,3 ,7 ,0 ,2 ,0 ,0 ,0 ,0 ,12 
2020,Mar 8 ,1 ,4 ,1 ,1 ,0 ,0 ,0 ,0 ,7 
2020,Mar 7 ,1 ,8 ,0 ,0 ,0 ,1 ,0 ,0 ,10 
2020,Mar 6 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,4 
2020,Mar 5 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,6 
2020,Mar 4 ,1 ,7 ,1 ,0 ,0 ,0 ,0 ,1 ,10 
2020,Mar 3 ,0 ,6 ,1 ,0 ,0 ,0 ,0 ,0 ,7 
2020,Mar 2 ,0 ,4 ,0 ,0 ,0 ,1 ,0 ,0 ,5 
2020,Mar 1 ,2 ,1 ,0 ,0 ,5 ,0 ,0 ,0 ,8 
2020,Feb 29 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 28 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,2 
2020,Feb 27 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 
2020,Feb 26 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 25 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 24 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 23 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 22 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 
2020,Feb 21 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,3 
2020,Feb 20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 19 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 17 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 16 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 14 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 12 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 6 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 
2020,Feb 5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 
2020,Feb 4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 
2020,Feb 3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Feb 2 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,2 
2020,Feb 1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
2020,Jan 31 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Jan 30 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Jan 29 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,4 
2020,Jan 28 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2020,Jan 27 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
2020,Jan 26 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,3 
2020,Jan 25 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
